sales_id,transaction_date,transaction_time,customer_id,product_id,quantity,unit_price,total_price
3807,2019-04-04,15:03:33,5036,61,1,4.75,4.75
3808,2019-04-04,15:03:33,5036,74,1,3.5,3.5
3809,2019-04-04,15:03:50,8212,37,2,3,6
3810,2019-04-04,15:04:51,5513,56,2,2.8,5.1
3811,2019-04-04,15:05:01,8232,56,2,2.8,5.1
3812,2019-04-04,15:05:04,5761,46,1,2.5,2.5
3813,2019-04-04,15:06:54,5798,30,2,3,6
3814,2019-04-04,15:08:00,8433,30,1,3,3
3815,2019-04-04,15:08:18,8406,46,1,2.5,2.5
3816,2019-04-04,15:08:43,5311,42,2,2.5,5
3817,2019-04-04,15:12:12,5839,42,2,2.5,5
3818,2019-04-04,15:12:45,5349,23,2,2.5,5
3819,2019-04-04,15:12:45,5349,73,1,3.75,3.75
3820,2019-04-04,15:12:53,5070,45,1,3,3
3821,2019-04-04,15:13:13,5480,31,1,2.2,2.2
3822,2019-04-04,15:15:16,5262,59,1,4.5,4.5
3823,2019-04-04,15:16:24,8022,50,2,2.5,5
3824,2019-04-04,15:16:29,8414,41,2,4.5,8.5
3825,2019-04-04,15:17:02,8195,60,1,3.75,3.75
3826,2019-04-04,15:17:30,5655,48,1,2.5,2.5
3827,2019-04-04,15:17:31,5496,87,2,3,6
3828,2019-04-04,15:20:29,8477,36,1,3.75,3.75
3829,2019-04-04,15:21:00,5475,52,2,2.75,5
3830,2019-04-04,15:21:38,5300,24,2,3,6
3831,2019-04-04,15:21:38,5300,71,1,3.75,3.75
3832,2019-04-04,15:22:05,5477,32,1,3,3
3833,2019-04-04,15:22:45,5629,46,1,2.5,2.5
3834,2019-04-04,15:23:28,8359,36,1,3.75,3.75
3835,2019-04-04,15:23:38,8342,39,1,4.5,4.25
3836,2019-04-04,15:24:04,5559,60,1,3.75,3.75
3837,2019-04-04,15:24:04,5559,77,1,3,3
3838,2019-04-04,15:24:14,8184,57,1,3.35,3.1
3839,2019-04-04,15:24:16,5137,36,1,3.75,3.75
3840,2019-04-04,15:24:39,5056,30,2,3,6
3841,2019-04-04,15:24:40,8042,31,2,2.2,4.4
3842,2019-04-04,15:24:43,5138,36,1,3.75,3.75
3843,2019-04-04,15:26:18,5783,61,1,4.75,4.75
3844,2019-04-04,15:28:03,5043,24,1,3,3
3845,2019-04-04,15:28:15,5728,51,2,3,6
3846,2019-04-04,15:28:24,5400,25,1,2.2,2.2
3847,2019-04-04,15:29:26,8402,35,1,3.1,3.1
3848,2019-04-04,15:29:26,8402,71,1,3.75,3.75
3849,2019-04-04,15:29:46,5470,61,1,4.75,4.75
3850,2019-04-04,15:29:52,5419,44,1,2.5,2.5
3851,2019-04-04,15:29:52,5419,71,1,3.75,3.75
3852,2019-04-04,15:30:27,5054,24,2,3,6
3853,2019-04-04,15:31:03,5530,59,2,4.5,9
3854,2019-04-04,15:31:09,5257,60,2,3.75,7.5
3855,2019-04-04,15:31:09,5257,73,1,3.75,3.75
3856,2019-04-04,15:31:24,5058,44,1,2.5,2.5
3857,2019-04-04,15:31:25,8173,32,2,3,6
3858,2019-04-04,15:31:42,5897,23,1,2.5,2.5
3859,2019-04-04,15:32:02,8182,61,2,4.75,9.5
3860,2019-04-04,15:32:40,8378,40,2,4,7.5
3861,2019-04-04,15:33:11,5713,42,2,2.5,5
3862,2019-04-04,15:33:40,8487,59,1,4.5,4.5
3863,2019-04-04,15:34:41,8456,46,1,2.5,2.5
3864,2019-04-04,15:34:44,8348,50,2,2.5,5
3865,2019-04-04,15:35:20,5114,22,2,2,4
3866,2019-04-04,15:35:25,5446,61,1,4.75,4.75
3867,2019-04-04,15:35:44,5230,41,1,4.5,4.25
3868,2019-04-04,15:36:37,8480,34,2,2.45,4.9
3869,2019-04-04,15:36:48,8295,31,1,2.2,2.2
3870,2019-04-04,15:36:59,8053,32,2,3,6
3871,2019-04-04,15:37:05,5816,51,1,3,3
3872,2019-04-04,15:37:14,8265,28,2,2,4
3873,2019-04-04,15:38:27,8326,42,2,2.5,5
3874,2019-04-04,15:39:33,5015,38,2,4,7.5
3875,2019-04-04,15:39:33,5015,71,1,3.75,3.75
3876,2019-04-04,15:41:29,5182,34,1,2.45,2.45
3877,2019-04-04,15:43:04,5583,52,2,2.75,5
3878,2019-04-04,15:43:13,5288,32,1,3,3
3879,2019-04-04,15:43:17,5122,41,2,4.5,8.5
3880,2019-04-04,15:43:17,5122,76,1,3.5,3.5
3881,2019-04-04,15:43:18,8128,28,2,2,4
3882,2019-04-04,15:44:22,5901,23,1,2.5,2.5
3883,2019-04-04,15:45:17,8423,25,1,2.2,2.2
3884,2019-04-04,15:46:20,5710,55,2,4.5,8
3885,2019-04-04,15:46:26,5631,48,2,2.5,5
3886,2019-04-04,15:46:27,5009,27,1,3.5,3.5
3887,2019-04-04,15:47:04,5532,49,2,3,6
3888,2019-04-04,15:47:07,5128,53,1,3.25,3
3889,2019-04-04,15:48:08,5312,52,1,2.75,2.5
3890,2019-04-04,15:48:09,8346,27,2,3.5,7
3891,2019-04-04,15:49:58,8327,36,1,3.75,3.75
3892,2019-04-04,15:51:12,8042,48,2,2.5,5
3893,2019-04-04,15:53:10,5382,54,2,2.75,5
3894,2019-04-04,15:53:46,8377,36,2,3.75,7.5
3895,2019-04-04,15:53:54,8263,48,2,2.5,5
3896,2019-04-04,15:57:12,5011,44,1,2.5,2.5
3897,2019-04-04,15:57:31,5376,33,1,3.5,3.5
3898,2019-04-04,15:58:28,8079,53,2,3.25,6
3899,2019-04-04,15:58:54,8112,58,2,3.5,7
3900,2019-04-04,15:59:19,8355,56,2,2.8,5.1
3901,2019-04-04,16:01:00,8236,53,1,3.25,3
3902,2019-04-04,16:01:35,5573,40,1,4,3.75
3903,2019-04-04,16:01:35,5573,79,1,3.75,3.75
3904,2019-04-04,16:02:37,8210,36,1,3.75,3.75
3905,2019-04-04,16:02:43,8013,28,1,2,2
3906,2019-04-04,16:02:43,8013,73,1,3.75,3.75
3907,2019-04-04,16:03:45,5846,35,2,3.1,6.2
3908,2019-04-04,16:04:26,8360,27,2,3.5,7
3909,2019-04-04,16:05:44,5427,61,2,4.75,9.5
3910,2019-04-04,16:05:57,8107,35,1,3.1,3.1
3911,2019-04-04,16:06:05,5857,49,1,3,3
3912,2019-04-04,16:06:05,5857,73,1,3.75,3.75
3913,2019-04-04,16:08:33,5236,38,1,4,3.75
3914,2019-04-04,16:09:43,5894,24,2,3,6
3915,2019-04-04,16:12:02,5864,50,2,2.5,5
3916,2019-04-04,16:12:40,8427,53,1,3.25,3
3917,2019-04-04,16:12:40,8427,75,1,3.25,3.5
3918,2019-04-04,16:13:23,8231,58,2,3.5,7
3919,2019-04-04,16:13:54,5647,24,1,3,3
3920,2019-04-04,16:15:22,8208,55,1,4.5,4
3921,2019-04-04,16:16:27,5240,50,2,2.5,5
3922,2019-04-04,16:17:28,5442,39,2,4.5,8.5
3923,2019-04-04,16:17:56,8139,31,1,2.2,2.2
3924,2019-04-04,16:17:56,8139,72,1,3.25,3.25
3925,2019-04-04,16:18:07,8450,59,1,4.5,4.5
3926,2019-04-04,16:19:03,8310,38,2,4,7.5
3927,2019-04-04,16:19:14,5458,40,1,4,3.75
3928,2019-04-04,16:19:50,8058,42,2,2.5,5
3929,2019-04-04,16:21:11,5860,36,1,3.75,3.75
3930,2019-04-04,16:21:50,8281,87,1,3,3
3931,2019-04-04,16:24:30,8307,47,2,3,6
3932,2019-04-04,16:27:57,5446,42,1,2.5,2.5
3933,2019-04-04,16:29:10,8171,57,1,3.35,3.1
3934,2019-04-04,16:29:21,8086,35,2,3.1,6.2
3935,2019-04-04,16:29:40,8068,25,2,2.2,4.4
3936,2019-04-04,16:29:40,8068,70,1,3.25,3.25
3937,2019-04-04,16:30:25,8133,57,1,3.35,3.1
3938,2019-04-04,16:30:25,8133,76,1,3.5,3.5
3939,2019-04-04,16:32:14,5758,49,2,3,6
3940,2019-04-04,16:32:14,5758,71,1,3.75,3.75
3941,2019-04-04,16:34:33,5176,60,2,3.75,7.5
3942,2019-04-04,16:34:37,5643,45,2,3,6
3943,2019-04-04,16:34:37,5643,74,1,3.5,3.5
3944,2019-04-04,16:34:38,8081,31,1,2.2,2.2
3945,2019-04-04,16:35:04,5502,57,2,3.35,6.2
3946,2019-04-04,16:37:30,8159,58,1,3.5,3.5
3947,2019-04-04,16:38:01,8191,27,2,3.5,7
3948,2019-04-04,16:40:46,8062,57,1,3.35,3.1
3949,2019-04-04,16:41:09,5032,60,1,3.75,3.75
3950,2019-04-04,16:41:37,5774,34,2,2.45,4.9
3951,2019-04-04,16:44:43,8268,24,1,3,3
3952,2019-04-04,16:44:43,8268,79,1,3.75,3.75
3953,2019-04-04,16:46:47,8314,48,1,2.5,2.5
3954,2019-04-04,16:47:16,8121,29,2,2.5,5
3955,2019-04-04,16:48:17,8092,27,2,3.5,7
3956,2019-04-04,16:48:22,5637,31,1,2.2,2.2
3957,2019-04-04,16:48:22,5637,73,1,3.75,3.75
3958,2019-04-04,16:48:31,8185,24,2,3,6
3959,2019-04-04,16:50:13,8453,58,2,3.5,7
3960,2019-04-04,16:50:23,8074,52,1,2.75,2.5
3961,2019-04-04,16:50:47,8436,52,1,2.75,2.5
3962,2019-04-04,16:52:30,5438,25,2,2.2,4.4
3963,2019-04-04,16:54:06,8144,61,2,4.75,9.5
3964,2019-04-04,16:54:16,5247,56,2,2.8,5.1
3965,2019-04-04,16:54:23,5086,52,2,2.75,5
3966,2019-04-04,16:54:52,5082,29,1,2.5,2.5
3967,2019-04-04,16:55:10,5927,32,2,3,6
3968,2019-04-04,16:56:50,5242,58,1,3.5,3.5
3969,2019-04-04,16:58:21,8468,46,1,2.5,2.5
3970,2019-04-04,16:58:25,5599,56,2,2.8,5.1
3971,2019-04-04,16:58:29,8220,28,2,2,4
3972,2019-04-04,16:59:04,5706,31,2,2.2,4.4
3973,2019-04-04,16:59:13,8292,22,2,2,4
3974,2019-04-04,16:59:18,5156,28,2,2,4
3975,2019-04-04,16:59:18,5156,74,1,3.5,3.5
3976,2019-04-04,16:59:33,8400,22,1,2,2
3977,2019-04-04,16:59:50,5283,22,2,2,4
3978,2019-04-04,17:00:58,5306,28,2,2,4
3979,2019-04-04,17:00:58,5306,74,1,3.5,3.5
3980,2019-04-04,17:01:03,5680,22,1,2,2
3981,2019-04-04,17:02:54,5098,30,1,3,3
3982,2019-04-04,17:03:32,8150,33,1,3.5,3.5
3983,2019-04-04,17:03:32,8150,73,1,3.75,3.75
3984,2019-04-04,17:04:06,5260,28,2,2,4
3985,2019-04-04,17:04:51,5685,44,2,2.5,5
3986,2019-04-04,17:04:51,5685,79,1,3.75,3.75
3987,2019-04-04,17:06:15,5026,61,1,4.75,4.75
3988,2019-04-04,17:06:25,8478,39,1,4.5,4.25
3989,2019-04-04,17:07:32,5525,59,2,4.5,9
3990,2019-04-04,17:07:32,5525,78,1,4.5,4.5
3991,2019-04-04,17:08:07,5669,22,2,2,4
3992,2019-04-04,17:08:07,5669,77,1,3,3
3993,2019-04-04,17:08:39,5433,29,2,2.5,5
3994,2019-04-04,17:08:39,5433,77,1,3,3
3995,2019-04-04,17:08:39,8261,57,2,3.35,6.2
3996,2019-04-04,17:09:03,8282,60,1,3.75,3.75
3997,2019-04-04,17:09:31,5494,43,2,3,6
3998,2019-04-04,17:09:46,8247,28,2,2,4
3999,2019-04-04,17:09:55,8349,52,1,2.75,2.5
4000,2019-04-04,17:10:11,8037,52,2,2.75,5
4001,2019-04-04,17:10:26,5230,31,2,2.2,4.4
4002,2019-04-04,17:10:26,5230,73,1,3.75,3.75
4003,2019-04-04,17:11:29,5212,27,2,3.5,7
4004,2019-04-04,17:11:57,8275,32,2,3,6
4005,2019-04-04,17:11:57,8275,74,1,3.5,3.5
4006,2019-04-04,17:12:09,5302,39,2,4.5,8.5
4007,2019-04-04,17:13:13,5141,29,2,2.5,5
4008,2019-04-04,17:13:52,8385,58,2,3.5,7
4009,2019-04-04,17:13:59,5168,31,2,2.2,4.4
4010,2019-04-04,17:14:51,8039,25,2,2.2,4.4
4011,2019-04-04,17:14:56,8026,56,1,2.8,2.55
4012,2019-04-04,17:15:13,8206,57,1,3.35,3.1
4013,2019-04-04,17:16:18,8329,49,1,3,3
4014,2019-04-04,17:17:16,5559,45,1,3,3
4015,2019-04-04,17:17:59,5441,34,2,2.45,4.9
4016,2019-04-04,17:18:16,5307,27,2,3.5,7
4017,2019-04-04,17:18:30,8331,39,2,4.5,8.5
4018,2019-04-04,17:19:53,8071,34,2,2.45,4.9
4019,2019-04-04,17:21:20,5636,29,1,2.5,2.5
4020,2019-04-04,17:22:21,5307,26,2,3,6
4021,2019-04-04,17:22:21,5307,75,1,3.25,3.5
4022,2019-04-04,17:22:44,8399,59,1,4.5,4.5
4023,2019-04-04,17:25:59,8369,33,2,3.5,7
4024,2019-04-04,17:26:09,8271,27,1,3.5,3.5
4025,2019-04-04,17:26:09,8271,79,1,3.75,3.75
4026,2019-04-04,17:26:44,8407,45,1,3,3
4027,2019-04-04,17:27:59,5196,24,2,3,6
4028,2019-04-04,17:28:24,5932,38,2,4,7.5
4029,2019-04-04,17:28:46,8395,24,1,3,3
4030,2019-04-04,17:29:28,5071,59,2,4.5,9
4031,2019-04-04,17:29:32,8064,47,2,3,6
4032,2019-04-04,17:30:10,8445,87,2,3,6
4033,2019-04-04,17:30:15,5566,42,1,2.5,2.5
4034,2019-04-04,17:32:15,5545,51,2,3,6
4035,2019-04-04,17:32:20,8386,52,2,2.75,5
4036,2019-04-04,17:33:16,5410,42,1,2.5,2.5
4037,2019-04-04,17:34:26,5165,40,1,4,3.75
4038,2019-04-04,17:34:58,8468,87,1,3,3
4039,2019-04-04,17:36:29,5110,61,1,4.75,4.75
4040,2019-04-04,17:36:35,8313,46,2,2.5,5
4041,2019-04-04,17:36:44,5854,27,2,3.5,7
4042,2019-04-04,17:36:44,5854,73,1,3.75,3.75
4043,2019-04-04,17:38:26,5155,56,1,2.8,2.55
4044,2019-04-04,17:38:26,5155,73,1,3.75,3.75
4045,2019-04-04,17:42:42,8339,22,2,2,4
4046,2019-04-04,17:42:58,8335,29,1,2.5,2.5
4047,2019-04-04,17:43:26,8393,26,1,3,3
4048,2019-04-04,17:43:28,5928,38,1,4,3.75
4049,2019-04-04,17:44:28,5619,58,2,3.5,7
4050,2019-04-04,17:44:28,5619,71,1,3.75,3.75
4051,2019-04-04,17:45:18,5587,52,1,2.75,2.5
4052,2019-04-04,17:45:57,5088,50,2,2.5,5
4053,2019-04-04,17:46:29,5270,32,2,3,6
4054,2019-04-04,17:46:29,5270,70,1,3.25,3.25
4055,2019-04-04,17:48:28,8127,50,1,2.5,2.5
4056,2019-04-04,17:48:58,5376,32,1,3,3
4057,2019-04-04,17:49:40,8276,42,2,2.5,5
4058,2019-04-04,17:49:40,8276,76,1,3.5,3.5
4059,2019-04-04,17:50:51,8156,36,1,3.75,3.75
4060,2019-04-04,17:51:20,5335,73,1,3.75,3.75
4061,2019-04-04,17:51:20,5335,87,1,3,3
4062,2019-04-04,17:52:19,8072,87,1,3,3
4063,2019-04-04,17:52:34,8146,29,2,2.5,5
4064,2019-04-04,17:52:34,8146,78,1,4.5,4.5
4065,2019-04-04,17:53:59,8258,24,1,3,3
4066,2019-04-04,17:55:15,8213,44,2,2.5,5
4067,2019-04-04,17:55:41,5300,41,1,4.5,4.25
4068,2019-04-04,17:55:51,8158,51,2,3,6
4069,2019-04-04,17:57:04,5433,40,1,4,3.75
4070,2019-04-04,17:57:07,8041,25,2,2.2,4.4
4071,2019-04-04,17:58:13,8316,39,1,4.5,4.25
4072,2019-04-04,17:59:01,8071,58,1,3.5,3.5
4073,2019-04-04,18:01:55,8180,46,2,2.5,5
4074,2019-04-04,18:03:39,8479,52,1,2.75,2.5
4075,2019-04-04,18:03:39,8479,79,1,3.75,3.75
4076,2019-04-04,18:04:02,8193,29,1,2.5,2.5
4077,2019-04-04,18:05:49,8317,55,1,4.5,4
4078,2019-04-04,18:05:54,5555,22,1,2,2
4079,2019-04-04,18:05:54,5555,77,1,3,3
4080,2019-04-04,18:06:43,8390,29,1,2.5,2.5
4081,2019-04-04,18:07:01,8336,22,2,2,4
4082,2019-04-04,18:08:52,8258,54,2,2.75,5
4083,2019-04-04,18:09:27,8215,87,2,3,6
4084,2019-04-04,18:11:39,8313,24,2,3,6
4085,2019-04-04,18:13:14,5922,87,2,3,6
4086,2019-04-04,18:13:36,5002,27,1,3.5,3.5
4087,2019-04-04,18:13:36,5002,71,1,3.75,3.75
4088,2019-04-04,18:13:37,8164,26,2,3,6
4089,2019-04-04,18:14:04,5405,49,2,3,6
4090,2019-04-04,18:14:04,8399,56,1,2.8,2.55
4091,2019-04-04,18:15:15,5321,46,2,2.5,5
4092,2019-04-04,18:15:43,5091,40,2,4,7.5
4093,2019-04-04,18:16:09,8101,87,1,3,3
4094,2019-04-04,18:16:47,5689,29,1,2.5,2.5
4095,2019-04-04,18:16:47,5689,76,1,3.5,3.5
4096,2019-04-04,18:18:00,8144,57,2,3.35,6.2
4097,2019-04-04,18:18:54,5070,36,2,3.75,7.5
4098,2019-04-04,18:18:54,5070,74,1,3.5,3.5
4099,2019-04-04,18:20:03,5724,49,1,3,3
4100,2019-04-04,18:20:03,5724,76,1,3.5,3.5
4101,2019-04-04,18:20:09,5357,26,2,3,6
4102,2019-04-04,18:20:48,8158,42,1,2.5,2.5
4103,2019-04-04,18:21:53,5681,37,1,3,3
4104,2019-04-04,18:22:05,5581,24,1,3,3
4105,2019-04-04,18:22:09,5471,35,1,3.1,3.1
4106,2019-04-04,18:22:09,5471,69,1,3.5,3.25
4107,2019-04-04,18:23:26,8289,50,2,2.5,5
4108,2019-04-04,18:24:16,5212,23,2,2.5,5
4109,2019-04-04,18:24:50,5716,55,2,4.5,8
4110,2019-04-04,18:24:59,5085,29,1,2.5,2.5
4111,2019-04-04,18:25:40,8325,47,1,3,3
4112,2019-04-04,18:25:59,5807,37,1,3,3
4113,2019-04-04,18:28:20,5290,22,2,2,4
4114,2019-04-04,18:28:20,5290,73,1,3.75,3.75
4115,2019-04-04,18:28:56,5250,22,2,2,4
4116,2019-04-04,18:28:56,8118,26,1,3,3
4117,2019-04-04,18:29:20,8311,53,2,3.25,6
4118,2019-04-04,18:29:39,5664,57,2,3.35,6.2
4119,2019-04-04,18:29:41,8059,35,2,3.1,6.2
4120,2019-04-04,18:33:46,8483,41,2,4.5,8.5
4121,2019-04-04,18:33:47,8014,59,2,4.5,9
4122,2019-04-04,18:38:05,8025,46,1,2.5,2.5
4123,2019-04-04,18:39:37,8427,52,1,2.75,2.5
4124,2019-04-04,18:39:57,8256,31,1,2.2,2.2
4125,2019-04-04,18:40:30,8080,26,1,3,3
4126,2019-04-04,18:40:30,8080,79,1,3.75,3.75
4127,2019-04-04,18:42:36,8009,44,2,2.5,5
4128,2019-04-04,18:42:36,8009,69,1,3.5,3.25
4129,2019-04-04,18:43:10,8035,42,1,2.5,2.5
4130,2019-04-04,18:43:10,8035,72,1,3.25,3.25
4131,2019-04-04,18:43:35,8214,29,1,2.5,2.5
4132,2019-04-04,18:46:30,8239,23,1,2.5,2.5
4133,2019-04-04,18:47:31,8182,41,1,4.5,4.25
4134,2019-04-04,18:48:10,8031,22,1,2,2
4135,2019-04-04,18:48:32,8273,50,2,2.5,5
4136,2019-04-04,18:48:55,8437,26,2,3,6
4137,2019-04-04,18:49:27,8458,57,2,3.35,6.2
4138,2019-04-04,18:52:45,8178,29,2,2.5,5
4139,2019-04-04,18:54:31,8298,87,1,3,3
4140,2019-04-04,18:55:51,8163,51,2,3,6
4141,2019-04-04,18:56:04,8066,25,1,2.2,2.2
4142,2019-04-04,18:57:24,8458,45,1,3,3
4143,2019-04-04,18:57:24,8458,75,1,3.25,3.5
4144,2019-04-04,18:57:45,8223,47,2,3,6
4145,2019-04-04,18:58:41,8229,31,2,2.2,4.4
4146,2019-04-04,18:59:44,8346,59,2,4.5,9
4147,2019-04-04,19:01:01,8159,39,1,4.5,4.25
4148,2019-04-04,19:01:01,8159,76,1,3.5,3.5
4149,2019-04-04,19:05:28,8321,51,1,3,3
4150,2019-04-04,19:05:46,8491,36,2,3.75,7.5
4151,2019-04-04,19:05:46,8491,73,1,3.75,3.75
4152,2019-04-04,19:08:24,8384,54,2,2.75,5
4153,2019-04-04,19:08:24,8384,78,1,4.5,4.5
4154,2019-04-04,19:08:36,8252,35,2,3.1,6.2
4155,2019-04-04,19:08:36,8252,79,1,3.75,3.75
4156,2019-04-04,19:09:00,8453,60,2,3.75,7.5
4157,2019-04-04,19:09:29,8203,38,1,4,3.75
4158,2019-04-04,19:09:34,8450,61,1,4.75,4.75
4159,2019-04-04,19:10:12,8139,61,1,4.75,4.75
4160,2019-04-04,19:10:12,8139,75,1,3.25,3.5
4161,2019-04-04,19:12:29,8147,23,2,2.5,5
4162,2019-04-04,19:12:39,8154,55,2,4.5,8
4163,2019-04-04,19:13:26,8470,37,2,3,6
4164,2019-04-04,19:22:49,8239,39,2,4.5,8.5
4165,2019-04-04,19:23:02,8117,58,1,3.5,3.5
4166,2019-04-04,19:23:02,8117,76,1,3.5,3.5
4167,2019-04-04,19:23:15,8283,58,1,3.5,3.5
4168,2019-04-04,19:23:20,8273,87,2,3,6
4169,2019-04-04,19:24:27,8339,59,1,4.5,4.5
4170,2019-04-04,19:24:37,8156,51,2,3,6
4171,2019-04-04,19:26:58,8403,56,2,2.8,5.1
4172,2019-04-04,19:27:41,8239,30,2,3,6
4173,2019-04-04,19:28:08,8147,44,2,2.5,5
4174,2019-04-04,19:28:45,8056,25,1,2.2,2.2
4175,2019-04-04,19:28:45,8056,73,1,3.75,3.75
4176,2019-04-04,19:30:04,8382,40,2,4,7.5
4177,2019-04-04,19:30:04,8382,70,1,3.25,3.25
4178,2019-04-04,19:34:06,8167,22,1,2,2
4179,2019-04-04,19:40:21,8024,50,2,2.5,5
4180,2019-04-04,19:40:32,8255,87,1,3,3
4181,2019-04-04,19:40:35,8395,55,2,4.5,8
4182,2019-04-04,19:40:35,8395,74,1,3.5,3.5
4183,2019-04-04,19:41:01,8101,60,1,3.75,3.75
4184,2019-04-04,19:44:17,8435,41,2,4.5,8.5
4185,2019-04-04,19:44:17,8435,79,1,3.75,3.75
4186,2019-04-04,19:47:56,8034,34,1,2.45,2.45
4187,2019-04-04,19:49:12,8140,37,1,3,3
4188,2019-04-04,19:49:12,8140,70,1,3.25,3.25
4189,2019-04-04,19:52:39,8160,34,2,2.45,4.9
4190,2019-04-04,19:57:35,8393,44,2,2.5,5
4191,2019-04-05,07:00:10,5922,26,2,3,6
4192,2019-04-05,07:00:26,5056,48,1,2.5,2.5
4193,2019-04-05,07:04:02,5771,37,2,3,6
4194,2019-04-05,07:04:05,5433,41,1,4.5,4.25
4195,2019-04-05,07:06:15,5894,37,1,3,3
4196,2019-04-05,07:06:34,5078,54,2,2.75,5
4197,2019-04-05,07:11:08,5190,49,1,3,3
4198,2019-04-05,07:12:38,5769,47,2,3,6
4199,2019-04-05,07:13:10,5548,87,2,3,6
4200,2019-04-05,07:17:50,5251,55,1,4.5,4
4201,2019-04-05,07:18:38,5165,45,2,3,6
4202,2019-04-05,07:18:44,5325,48,1,2.5,2.5
4203,2019-04-05,07:23:23,5474,50,2,2.5,5
4204,2019-04-05,07:23:23,5474,75,1,3.25,3.5
4205,2019-04-05,07:23:30,5265,51,2,3,6
4206,2019-04-05,07:25:06,5893,49,2,3,6
4207,2019-04-05,07:26:29,5411,45,1,3,3
4208,2019-04-05,07:27:13,5042,31,2,2.2,4.4
4209,2019-04-05,07:30:10,5067,36,1,3.75,3.75
4210,2019-04-05,07:30:26,5944,25,1,2.2,2.2
4211,2019-04-05,07:32:52,5832,45,2,3,6
4212,2019-04-05,07:34:02,5829,60,1,3.75,3.75
4213,2019-04-05,07:34:57,5550,49,2,3,6
4214,2019-04-05,07:34:57,5550,75,1,3.25,3.5
4215,2019-04-05,07:36:37,5783,31,1,2.2,2.2
4216,2019-04-05,07:39:52,5605,35,2,3.1,6.2
4217,2019-04-05,07:42:52,5920,45,2,3,6
4218,2019-04-05,07:43:05,5060,30,2,3,6
4219,2019-04-05,07:45:17,5535,41,1,4.5,4.25
4220,2019-04-05,07:46:19,5929,59,2,4.5,9
4221,2019-04-05,07:46:38,5928,49,1,3,3
4222,2019-04-05,07:48:38,5656,43,2,3,6
4223,2019-04-05,07:49:16,5301,30,1,3,3
4224,2019-04-05,07:50:13,5420,51,2,3,6
4225,2019-04-05,07:50:58,5330,52,1,2.75,2.5
4226,2019-04-05,07:50:58,5330,73,1,3.75,3.75
4227,2019-04-05,07:51:41,5104,54,2,2.75,5
4228,2019-04-05,07:53:25,5326,28,1,2,2
4229,2019-04-05,07:53:25,5326,69,1,3.5,3.25
4230,2019-04-05,07:56:15,5536,48,2,2.5,5
4231,2019-04-05,07:56:31,5399,53,1,3.25,3
4232,2019-04-05,07:58:56,5367,24,1,3,3
4233,2019-04-05,07:58:56,5367,79,1,3.75,3.75
4234,2019-04-05,08:01:10,5919,49,1,3,3
4235,2019-04-05,08:03:09,8074,51,2,3,6
4236,2019-04-05,08:03:11,5562,56,2,2.8,5.1
4237,2019-04-05,08:03:11,5562,76,1,3.5,3.5
4238,2019-04-05,08:04:58,5245,35,2,3.1,6.2
4239,2019-04-05,08:06:31,5247,54,2,2.75,5
4240,2019-04-05,08:06:31,5247,70,1,3.25,3.25
4241,2019-04-05,08:06:59,8049,51,2,3,6
4242,2019-04-05,08:06:59,8049,79,1,3.75,3.75
4243,2019-04-05,08:08:13,5528,33,2,3.5,7
4244,2019-04-05,08:08:40,5357,36,1,3.75,3.75
4245,2019-04-05,08:09:29,5087,37,2,3,6
4246,2019-04-05,08:09:29,5087,75,1,3.25,3.5
4247,2019-04-05,08:10:23,8228,23,1,2.5,2.5
4248,2019-04-05,08:11:14,5345,24,1,3,3
4249,2019-04-05,08:13:29,8018,37,1,3,3
4250,2019-04-05,08:13:29,8018,70,1,3.25,3.25
4251,2019-04-05,08:14:32,5372,61,1,4.75,4.75
4252,2019-04-05,08:15:00,8018,34,2,2.45,4.9
4253,2019-04-05,08:18:30,5641,49,1,3,3
4254,2019-04-05,08:18:44,5577,39,1,4.5,4.25
4255,2019-04-05,08:19:41,5352,29,1,2.5,2.5
4256,2019-04-05,08:19:41,5352,77,1,3,3
4257,2019-04-05,08:20:17,8396,39,2,4.5,8.5
4258,2019-04-05,08:20:57,5933,38,1,4,3.75
4259,2019-04-05,08:20:57,5933,71,1,3.75,3.75
4260,2019-04-05,08:21:13,8254,59,2,4.5,9
4261,2019-04-05,08:21:13,8254,73,1,3.75,3.75
4262,2019-04-05,08:21:36,8129,26,2,3,6
4263,2019-04-05,08:22:36,8180,29,1,2.5,2.5
4264,2019-04-05,08:22:54,8007,60,2,3.75,7.5
4265,2019-04-05,08:23:13,5568,26,1,3,3
4266,2019-04-05,08:23:13,5568,76,1,3.5,3.5
4267,2019-04-05,08:23:41,5163,42,2,2.5,5
4268,2019-04-05,08:24:13,8351,56,2,2.8,5.1
4269,2019-04-05,08:24:32,5350,29,1,2.5,2.5
4270,2019-04-05,08:25:08,5501,55,1,4.5,4
4271,2019-04-05,08:25:59,8399,39,1,4.5,4.25
4272,2019-04-05,08:26:32,8241,61,1,4.75,4.75
4273,2019-04-05,08:27:08,8133,61,2,4.75,9.5
4274,2019-04-05,08:27:16,8402,54,2,2.75,5
4275,2019-04-05,08:27:37,5762,41,1,4.5,4.25
4276,2019-04-05,08:27:37,5762,73,1,3.75,3.75
4277,2019-04-05,08:27:45,8173,61,2,4.75,9.5
4278,2019-04-05,08:27:48,5637,47,1,3,3
4279,2019-04-05,08:28:00,8051,49,2,3,6
